,event_id,investigation_type,event_date,aircraft_damage,aircraft_category,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,total_injured
65120,20080821X01278,Accident,2008-08-09,Substantial,Airplane,smith,stewart s51d,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,8,5,1
65121,20080825X01298,Accident,2008-08-09,Substantial,Weight-Shift,north wing,apache cla,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,8,5,1
65122,20080903X01370,Accident,2008-08-09,Substantial,Airplane,bellanca,17-30a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65123,20080904X01374,Accident,2008-08-09,Substantial,Glider,let,blanik l-13,1,Unknown,0,1,0,1,vmc,Unknown,2008,8,5,1
65124,20080912X01439,Accident,2008-08-09,Substantial,Airplane,piper,pa-28-235,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,5,0
65125,20080914X01452,Accident,2008-08-09,Substantial,Airplane,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65126,20080915X01466,Accident,2008-08-09,Substantial,Airplane,piper,pa-20/22,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,5,0
65127,20080919X01503,Accident,2008-08-09,Substantial,Airplane,morane-saulnier,ms-760/b,1,Turbo Jet,0,0,0,1,vmc,Unknown,2008,8,5,0
65128,20081003X62320,Accident,2008-08-09,Substantial,Airplane,cessna,182,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,8,5,0
65129,20081003X62321,Accident,2008-08-09,Substantial,Airplane,bellanca,8gcbc,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,5,0
65130,20081003X65749,Accident,2008-08-09,Substantial,Airplane,air tractor,at-402,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,5,0
65131,20080818X01258,Accident,2008-08-10,Destroyed,Airplane,cessna,182,1,Reciprocating,1,0,0,0,imc,Unknown,2008,8,6,1
65132,20080826X01316,Accident,2008-08-10,Destroyed,Airplane,cessna,r172k,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,8,6,3
65133,20080827X01333,Accident,2008-08-10,Destroyed,Airplane,cessna,182,1,Reciprocating,2,0,0,0,imc,Unknown,2008,8,6,2
65134,20080904X01377,Accident,2008-08-10,Substantial,Airplane,cessna,152,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,6,2
65135,20080905X01391,Accident,2008-08-10,Substantial,Airplane,piper,j-3,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65136,20080911X01435,Accident,2008-08-10,Substantial,Airplane,air tractor,at-802a,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,6,0
65137,20080913X01445,Accident,2008-08-10,Substantial,Airplane,cessna,a188b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65138,20081003X17828,Accident,2008-08-10,Substantial,Glider,i.c.a.-brasov,is-26b2,0,Unknown,0,1,1,0,vmc,Unknown,2008,8,6,2
65139,20081006X71121,Accident,2008-08-10,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65140,20080814X01242,Accident,2008-08-11,Destroyed,Airplane,dickey,rv-6a,1,Reciprocating,1,0,0,0,imc,Unknown,2008,8,0,1
65141,20080814X01247,Accident,2008-08-11,Substantial,Airplane,beech,95-b55,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,8,0,2
65142,20080829X01356,Accident,2008-08-11,Substantial,Airplane,mooney,m20f,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,0,1
65143,20080911X01429,Accident,2008-08-11,Substantial,Airplane,piper,pa-25-235,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,0,1
65144,20080922X01515,Accident,2008-08-11,Substantial,Airplane,steven a. jones,lancair iv p,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,0,0
65145,20080814X01241,Accident,2008-08-11,Substantial,Helicopter,bell,206l-1,1,Turbo Shaft,0,0,0,1,vmc,Unknown,2008,8,0,0
65146,20080825X01301,Accident,2008-08-12,Destroyed,Airplane,beech,g35,1,Reciprocating,3,0,0,0,imc,Unknown,2008,8,1,3
65147,20080908X01407,Accident,2008-08-12,Substantial,Airplane,cessna,210e,1,Reciprocating,0,1,0,3,vmc,Unknown,2008,8,1,1
65148,20080908X01408,Accident,2008-08-12,Substantial,Airplane,anglin,rv-6,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,1,1
65149,20080911X01433,Accident,2008-08-12,Substantial,Airplane,bowman,titan tornado ii,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,1,1
65150,20080916X01469,Accident,2008-08-12,Substantial,Airplane,air tractor,at-401,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,1,0
65151,20080825X01306,Accident,2008-08-13,Substantial,Airplane,ercoupe,415-c,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,2,1
65152,20080915X01462,Accident,2008-08-13,Substantial,Airplane,aerotek,pitts special s-1s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65153,20080919X01500,Accident,2008-08-13,Substantial,Airplane,air tractor,at-301b,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,2,1
65154,20081003X17834,Accident,2008-08-13,Substantial,Airplane,air tractor,at-502b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,2,0
65155,20081003X65750,Accident,2008-08-13,Destroyed,Airplane,piper,pa-24-250,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65156,20081004X12053,Accident,2008-08-13,Substantial,Airplane,piper,pa-34-200t,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65157,20080818X01256,Accident,2008-08-14,Substantial,Airplane,aircraft mfg & dev. co. (amd),ch601xli,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,8,3,2
65158,20080819X01261,Accident,2008-08-14,Substantial,Airplane,kolb,mark iii,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,3,1
65159,20080820X01269,Accident,2008-08-14,Destroyed,Airplane,beech,58tc,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,3,1
65160,20080827X01344,Accident,2008-08-14,Destroyed,Airplane,cessna,tr182,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,3,1
65161,20080828X01346,Accident,2008-08-14,Substantial,Airplane,walker,ak bush flyer,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,3,1
65162,20080902X01359,Accident,2008-08-14,Substantial,Helicopter,bell,47g-3b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65163,20080903X01365,Incident,2008-08-14,Minor,Airplane,raytheon aircraft company,c90a,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,3,0
65164,20080919X01497,Accident,2008-08-14,Substantial,Airplane,cessna,172r,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65165,20081003X17330,Accident,2008-08-14,Substantial,Airplane,embraer,emb-145lr,1,Turbo Fan,0,0,0,36,vmc,Unknown,2008,8,3,0
65166,20081027X12391,Accident,2008-08-14,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65167,20080825X01302,Accident,2008-08-15,Destroyed,Airplane,cessna,182t,1,Reciprocating,4,0,0,0,imc,Unknown,2008,8,4,4
65168,20080912X01443,Accident,2008-08-15,Substantial,Airplane,piper,pa-22-160,1,Reciprocating,0,1,0,2,vmc,Unknown,2008,8,4,1
65169,20080916X01467,Accident,2008-08-15,Substantial,Weight-Shift,aerotrike,spirit,1,Reciprocating,0,0,1,1,vmc,Unknown,2008,8,4,1
65170,20080916X01474,Accident,2008-08-15,Substantial,Helicopter,hiller,uh-12e,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65171,20081003X65754,Accident,2008-08-15,Substantial,Airplane,piper,pa-28r-200,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,8,4,3
65172,20081007X93846,Accident,2008-08-15,Substantial,Airplane,piper,pa-28-140,1,Reciprocating,0,1,0,2,vmc,Unknown,2008,8,4,1
65173,20080818X01259,Accident,2008-08-16,Substantial,Airplane,cessna,177,1,Reciprocating,1,0,2,0,vmc,Unknown,2008,8,5,3
65174,20080822X01296,Accident,2008-08-16,Unknown,Airplane,boeing,777-300,1,Turbo Fan,0,0,0,311,vmc,Unknown,2008,8,5,0
65175,20080826X01318,Accident,2008-08-16,Substantial,Airplane,socata,ms894a,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,5,2
65176,20080827X01342,Accident,2008-08-16,Substantial,Airplane,rouse,glasair iii,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65177,20080903X01369,Accident,2008-08-16,Substantial,Airplane,cessna,172n,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,5,1
65178,20080908X01412,Accident,2008-08-16,Substantial,Airplane,cessna,140a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65179,20080912X01440,Accident,2008-08-16,Substantial,Airplane,cessna,182c,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,5,0
65180,20080913X01446,Accident,2008-08-16,Substantial,Airplane,costruzioni aeronautiche,p2002 sierra,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65181,20080916X01473,Accident,2008-08-16,Substantial,Airplane,air tractor,at-400a,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,5,0
65182,20081003X63010,Incident,2008-08-16,Unknown,Airplane,boeing,b737-800,1,Unknown,0,0,0,2,vmc,Unknown,2008,8,5,0
65183,20080819X01260,Accident,2008-08-17,Destroyed,Helicopter,robinson helicopter,r22 beta ii,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,6,1
65184,20080820X01268,Accident,2008-08-17,Unknown,Airplane,cessna,402c,1,Reciprocating,5,0,0,0,unk,Unknown,2008,8,6,5
65185,20080826X01314,Accident,2008-08-17,Substantial,Airplane,ayres,s2r-t15,1,Turbo Prop,1,0,0,0,vmc,Unknown,2008,8,6,1
65186,20080826X01317,Accident,2008-08-17,Substantial,Airplane,roberto p. garcia,nieuport 24bis,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,6,1
65187,20080908X01410,Accident,2008-08-17,Substantial,Airplane,cessna,177,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65188,20080908X01411,Accident,2008-08-17,Substantial,Airplane,eberle,pitts s1s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65189,20080915X01460,Accident,2008-08-17,Substantial,Balloon,balloon works,firefly 7-15,1,Unknown,1,0,0,0,vmc,Unknown,2008,8,6,1
65190,20080919X01507,Accident,2008-08-17,Substantial,Weight-Shift,aeros ltd,venture,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,6,0
65191,20080826X01320,Accident,2008-08-18,Substantial,Airplane,cessna,207a,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,8,0,0
65192,20080827X01341,Accident,2008-08-18,Substantial,Helicopter,hughes,369d,1,Turbo Shaft,0,0,0,4,vmc,Unknown,2008,8,0,0
65193,20080917X01480,Accident,2008-08-18,Substantial,Airplane,grumman acft eng,g-164a,1,Turbo Prop,0,1,0,0,vmc,Unknown,2008,8,0,1
65194,20080917X01481,Accident,2008-08-18,Substantial,Airplane,wheat,excalibur ex,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,0,0
65195,20080825X01299,Accident,2008-08-19,Substantial,Airplane,piper,pa-22-160,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,1,0
65196,20080827X01343,Accident,2008-08-19,Substantial,Airplane,cessna,tu206f,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,8,1,0
65197,20080828X01352,Accident,2008-08-19,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,1,0
65198,20081003X17534,Accident,2008-08-19,Substantial,Airplane,cessna,177rg,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,8,1,0
65199,20081009X41637,Accident,2008-08-19,Substantial,Airplane,cessna,501,1,Turbo Fan,1,0,0,0,unk,Unknown,2008,8,1,1
65200,20080825X01303,Accident,2008-08-20,Substantial,Airplane,piper,pa-28-180,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,8,2,2
65201,20080825X01307,Accident,2008-08-20,Destroyed,Airplane,boeing,md-82,1,Turbo Fan,154,0,18,0,unk,Unknown,2008,8,2,172
65202,20080905X01387,Accident,2008-08-20,Substantial,Airplane,cessna,441,1,Turbo Prop,0,0,0,4,vmc,Unknown,2008,8,2,0
65203,20080915X01461,Accident,2008-08-20,Substantial,Airplane,cessna,182,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,8,2,2
65204,20080916X01468,Accident,2008-08-20,Substantial,Airplane,cessna,a188b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65205,20080917X01486,Accident,2008-08-20,Substantial,Airplane,hawker,sea fury tmk 20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65206,20080917X01488,Accident,2008-08-20,Substantial,Airplane,cessna,tu206g,1,Reciprocating,0,4,0,0,vmc,Unknown,2008,8,2,4
65207,20080924X01524,Accident,2008-08-20,Substantial,Airplane,cessna,u206g,1,Reciprocating,0,0,0,5,vmc,Unknown,2008,8,2,0
65208,20081003X17529,Accident,2008-08-20,Substantial,Airplane,cessna,182q,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65209,20081003X17824,Accident,2008-08-20,Substantial,Airplane,ferree,prostar b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65210,20081021X23854,Accident,2008-08-20,Substantial,Airplane,piper,pa46-500tp,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,2,0
65211,20080917X01487,Accident,2008-08-21,Destroyed,Airplane,socata,rallye 235e,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,3,1
65212,20080919X01502,Accident,2008-08-21,Substantial,Airplane,ntbk,wag aero sport,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,3,1
65213,20081003X17535,Accident,2008-08-21,Substantial,Airplane,piper,pa-11,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,3,0
65214,20081007X93837,Accident,2008-08-21,Substantial,Airplane,murray frank h,da5b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65215,20081022X01147,Accident,2008-08-21,Destroyed,Unknown,garlick,uh-1d,0,Unknown,0,1,0,0,vmc,Unknown,2008,8,3,1
65216,20081223X13837,Accident,2008-08-21,Substantial,Airplane,haines,searey,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,8,3,1
65217,20080904X01375,Accident,2008-08-22,Substantial,Airplane,beech,a100,1,Turbo Prop,10,0,0,0,vmc,Unknown,2008,8,4,10
65218,20080826X01330,Accident,2008-08-22,Destroyed,Airplane,killgore,velocity,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,4,1
65219,20080909X01421,Accident,2008-08-22,Substantial,Helicopter,bell,206a,1,Turbo Shaft,0,0,2,0,vmc,Unknown,2008,8,4,2
65220,20080918X01496,Accident,2008-08-22,Substantial,Airplane,air tractor,at-301,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65221,20081003X17551,Accident,2008-08-22,Substantial,Helicopter,boeing,bv234,1,Turbo Shaft,0,0,0,7,vmc,Unknown,2008,8,4,0
65222,20081003X42123,Accident,2008-08-22,Substantial,Airplane,air tractor,at-502,1,Turbo Prop,0,1,0,0,vmc,Unknown,2008,8,4,1
65223,20081006X71128,Accident,2008-08-22,Substantial,Airplane,sacrey w michael,zenair ch,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65224,20080826X01331,Accident,2008-08-23,Substantial,Airplane,cessna,207a,1,Reciprocating,0,2,0,4,vmc,Unknown,2008,8,5,2
65225,20080828X01351,Accident,2008-08-23,Substantial,Helicopter,robinson,r44,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65226,20080919X01498,Accident,2008-08-23,Substantial,Airplane,schweizer,g-164b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,5,0
65227,20081003X17537,Accident,2008-08-23,Substantial,Airplane,christen industries,a-1,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65228,20081003X41453,Accident,2008-08-23,Substantial,Helicopter,hughes,269a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65229,20081003X42128,Accident,2008-08-23,Substantial,Glider,schweizer,2-33a,1,Unknown,0,0,0,2,vmc,Unknown,2008,8,5,0
65230,20081007X11055,Accident,2008-08-23,Substantial,Airplane,cessna,152,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,5,2
65231,20081208X52705,Accident,2008-08-23,Substantial,Airplane,lake,la-4,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65232,20080908X01404,Accident,2008-08-24,Substantial,Airplane,piper,pa-24-250,1,Reciprocating,3,0,0,0,imc,Unknown,2008,8,6,3
65233,20080910X01423,Accident,2008-08-24,Substantial,Airplane,bellanca,14-19-2,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,6,0
65234,20080914X01450,Accident,2008-08-24,Substantial,Airplane,europro cz,eurofox,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,8,6,2
65235,20080914X01453,Accident,2008-08-24,Destroyed,Airplane,cessna,208,1,Turbo Prop,11,0,3,0,vmc,Unknown,2008,8,6,14
65236,20080919X01501,Accident,2008-08-24,Substantial,Airplane,piper,pa-28-161,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,6,0
65237,20081003X16307,Accident,2008-08-24,Destroyed,Airplane,boeing,737,1,Turbo Fan,65,25,0,0,unk,Unknown,2008,8,6,90
65238,20081004X12043,Accident,2008-08-24,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65239,20080828X01345,Accident,2008-08-25,Substantial,Airplane,beech,be-55,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,8,0,3
65240,20080916X01472,Accident,2008-08-25,Substantial,Airplane,air tractor,at-301a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,0,0
65241,20081003X17541,Accident,2008-08-25,Substantial,Airplane,anderson r e/abromavich l j,lancair 360,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,0,0
65242,20080912X01438,Incident,2008-08-26,Unknown,Airplane,boeing,747-209b,1,Turbo Fan,0,0,0,5,vmc,Unknown,2008,8,1,0
65243,20080918X01490,Accident,2008-08-26,Substantial,Airplane,schweizer aircraft corp,g-164b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,1,0
65244,20080919X01499,Accident,2008-08-26,Substantial,Airplane,cirrus design corp.,sr20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,1,0
65245,20081003X16306,Incident,2008-08-26,Unknown,Airplane,boeing,b747-436,0,Unknown,0,0,0,2,vmc,Unknown,2008,8,1,0
65246,20081003X42127,Accident,2008-08-26,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,8,1,2
65247,20080829X01353,Incident,2008-08-27,Unknown,Airplane,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,2,0
65248,20080909X01419,Accident,2008-08-27,Substantial,Airplane,air tractor,at-802a,1,Turbo Prop,0,1,0,0,vmc,Unknown,2008,8,2,1
65249,20080918X01494,Accident,2008-08-27,Substantial,Airplane,cessna,177rg,1,Reciprocating,0,0,2,0,vmc,Unknown,2008,8,2,2
65250,20081003X17830,Accident,2008-08-27,Substantial,Airplane,cessna,182a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,2,0
65251,20080829X01354,Incident,2008-08-28,Unknown,Airplane,boeing,b744,0,Unknown,0,0,0,159,unk,Unknown,2008,8,3,0
65252,20080904X01376,Accident,2008-08-28,Substantial,Airplane,piper,pa-31-350,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,3,1
65253,20080917X01485,Accident,2008-08-28,Substantial,Airplane,cessna,tr182,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,8,3,0
65254,20081003X17538,Accident,2008-08-28,Substantial,Airplane,mason,falconar f-11,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,3,0
65255,20081003X41452,Accident,2008-08-28,Substantial,Airplane,beech,c23,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,3,0
65256,20081003X65751,Accident,2008-08-28,Substantial,Airplane,helie,rv-6,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,3,0
65257,20081007X93827,Accident,2008-08-28,Substantial,Airplane,cessna,172a,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,8,3,2
65258,20080908X01405,Accident,2008-08-29,Destroyed,Helicopter,robinson,r44 ii,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,8,4,2
65259,20080914X01456,Accident,2008-08-29,Substantial,Airplane,gulfstream-schweizer,g-164b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,4,0
65260,20080923X01518,Incident,2008-08-29,Unknown,Airplane,piper,pa-46,1,Reciprocating,0,0,0,52,vmc,Unknown,2008,8,4,0
65261,20080923X01519,Accident,2008-08-29,Substantial,Airplane,lien,zodiac 601 xl,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,4,1
65262,20080923X01521,Accident,2008-08-29,Substantial,Airplane,ercoupe (eng & research corp.),415-c,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,4,0
65263,20081003X65753,Accident,2008-08-29,Substantial,Helicopter,robinson,r-22,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,4,0
65264,20080903X01360,Accident,2008-08-30,Substantial,Airplane,cessna,172n,1,Reciprocating,0,2,1,0,vmc,Unknown,2008,8,5,3
65265,20080914X01458,Accident,2008-08-30,Substantial,Airplane,mooney,m20c,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,8,5,2
65266,20080914X01459,Accident,2008-08-30,Substantial,Airplane,cessna,182a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65267,20080917X01482,Accident,2008-08-30,Substantial,Airplane,cirrus design corp.,sr-22,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,8,5,0
65268,20081002X95959,Accident,2008-08-30,Substantial,Airplane,cessna,150h,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65269,20081003X16309,Accident,2008-08-30,Destroyed,Airplane,boeing,b737-200,1,Unknown,3,0,0,0,imc,Unknown,2008,8,5,3
65270,20081003X17826,Accident,2008-08-30,Substantial,Airplane,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65271,20081003X17832,Accident,2008-08-30,Substantial,Airplane,quicksilver,mxl ii,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,8,5,1
65272,20081003X62324,Accident,2008-08-30,Substantial,Airplane,de havilland,dhc-2,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65273,20081007X11114,Accident,2008-08-30,Substantial,Airplane,dehavilland,dh82a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,5,0
65274,20080903X01361,Accident,2008-08-31,Substantial,Airplane,piper,pa-18-150,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,6,1
65275,20080903X01362,Accident,2008-08-31,Substantial,Airplane,wasson loehle,loehle p-40,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,8,6,1
65276,20080905X01381,Accident,2008-08-31,Substantial,Glider,schleicher,asw-20b,1,NONE,1,0,0,0,vmc,Unknown,2008,8,6,1
65277,20080909X01417,Accident,2008-08-31,Destroyed,Helicopter,bell,206l-1,1,Turbo Shaft,3,0,0,0,vmc,Unknown,2008,8,6,3
65278,20080910X01425,Accident,2008-08-31,Substantial,Airplane,fairchild,sw3,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,8,6,0
65279,20080914X01451,Accident,2008-08-31,Substantial,Airplane,cessna,t310r,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,8,6,1
65280,20080919X01505,Accident,2008-08-31,Substantial,Airplane,fantasy air sro,allegro 20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,8,6,0
65281,20081003X17530,Accident,2008-08-31,Substantial,Airplane,piper,pa-22-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,6,0
65282,20081003X41459,Accident,2008-08-31,Substantial,Airplane,cessna,150j,1,Reciprocating,0,2,0,1,vmc,Unknown,2008,8,6,2
65283,20081003X42122,Accident,2008-08-31,Substantial,Balloon,cameron,zl-60,0,Unknown,0,0,1,0,vmc,Unknown,2008,8,6,1
65284,20081003X62312,Accident,2008-08-31,Substantial,Airplane,cessna,206,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,8,6,1
65285,20081003X62323,Accident,2008-08-31,Substantial,Airplane,piper,pa-22,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,8,6,0
65286,20080903X01364,Accident,2008-09-01,Destroyed,Airplane,cessna,340a,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,9,0,1
65287,20080909X01418,Accident,2008-09-01,Destroyed,Airplane,convair,cv-580,1,Turbo Prop,3,0,0,0,vmc,Unknown,2008,9,0,3
65288,20080914X01454,Accident,2008-09-01,Substantial,Airplane,piper,pa-32-260,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,9,0,0
65289,20081003X42126,Accident,2008-09-01,Substantial,Airplane,cessna,172sp,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,9,0,0
65290,20081003X62322,Accident,2008-09-01,Substantial,Airplane,cessna,207,1,Reciprocating,0,4,0,0,vmc,Unknown,2008,9,0,4
65291,20081003X62325,Accident,2008-09-01,Substantial,Airplane,bellanca,8gcbc,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,9,0,0
65292,20081003X65752,Accident,2008-09-01,Substantial,Airplane,piper,pa-22,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,9,0,0
65293,20081004X12026,Accident,2008-09-01,Destroyed,Airplane,beech,1900,1,Turbo Prop,17,0,0,0,unk,Unknown,2008,9,0,17
65294,20081004X12035,Accident,2008-09-01,Substantial,Airplane,cessna,172m,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,9,0,1
65295,20081007X93820,Accident,2008-09-01,Substantial,Airplane,cessna,560,1,Turbo Fan,0,0,0,2,vmc,Unknown,2008,9,0,0
65296,20081015X23037,Accident,2008-09-01,Substantial,Airplane,rockwell international,s-2r,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,9,0,0
65297,20080903X01363,Accident,2008-09-02,Substantial,Airplane,lancair,propjet,1,Turbo Prop,0,2,0,0,vmc,Unknown,2008,9,1,2
65298,20080905X01397,Accident,2008-09-02,Destroyed,Airplane,lockheed,p2v-7,1,Turbo Jet,3,0,0,0,vmc,Unknown,2008,9,1,3
