investigation_type,event_date,aircraft_damage,make,model,number_of_engines,engine_type,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,event_year,event_month,event_day,make_top,make_type,total_onboard,fatal_percentage,minor_injuries_percentage
Accident,2008-03-02,Substantial,cessna,182q,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,6,cessna,private,2,0.0,0.0
Accident,2008-03-02,Substantial,piper,pa-38-112,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,6,piper,private,2,0.0,0.0
Accident,2008-03-03,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,0,cessna,private,1,0.0,0.0
Accident,2008-03-03,Substantial,piper,pa-28-161,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,0,piper,private,2,0.0,0.0
Incident,2008-03-03,Unknown,boeing,737-217,2,Turbo Jet,0,0,0,54,unk,Unknown,2008,3,0,boeing,commercial,54,0.0,0.0
Accident,2008-03-04,Destroyed,cessna,500,2,Turbo Jet,5,0,0,0,vmc,Unknown,2008,3,1,cessna,private,5,100.0,0.0
Accident,2008-03-04,Substantial,piper,pa-18-150,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,1,piper,private,2,0.0,0.0
Accident,2008-03-05,Substantial,piper,pa-28r-200,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,2,piper,private,2,0.0,0.0
Accident,2008-03-05,Substantial,cessna,185,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,3,2,cessna,private,3,0.0,0.0
Accident,2008-03-05,Substantial,piper,pa24-260,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,2,piper,private,1,0.0,0.0
Accident,2008-03-06,Substantial,cessna,182,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,3,cessna,private,2,0.0,0.0
Accident,2008-03-07,Substantial,piper,pa-24,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,4,piper,private,1,0.0,0.0
Accident,2008-03-08,Substantial,cessna,172m,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,3,5,cessna,private,2,50.0,50.0
Accident,2008-03-08,Substantial,cessna,525b,2,Turbo Fan,0,0,0,2,vmc,Unknown,2008,3,5,cessna,private,2,0.0,0.0
Accident,2008-03-08,Substantial,cessna,172n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,5,cessna,private,1,0.0,0.0
Accident,2008-03-09,Substantial,cessna,172r,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,cessna,private,1,0.0,0.0
Accident,2008-03-10,Substantial,piper,pa-22,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,0,piper,private,2,0.0,0.0
Accident,2008-03-10,Unknown,boeing,737-400,2,Turbo Fan,0,0,0,0,unk,Unknown,2008,3,0,boeing,commercial,0,,
Accident,2008-03-11,Destroyed,cessna,t210m,1,Reciprocating,2,0,0,0,imc,Unknown,2008,3,1,cessna,private,2,100.0,0.0
Accident,2008-03-11,Substantial,cessna,402c,2,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,1,cessna,private,1,0.0,0.0
Accident,2008-03-11,Substantial,cessna,180,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,1,cessna,private,1,0.0,0.0
Accident,2008-03-11,Substantial,cessna,180,1,Reciprocating,0,2,0,1,imc,Unknown,2008,3,1,cessna,private,3,0.0,0.0
Accident,2008-03-11,Substantial,cessna,172m,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,3,1,cessna,private,1,0.0,0.0
Accident,2008-03-13,Substantial,cessna,172,1,Reciprocating,4,0,0,0,vmc,Unknown,2008,3,3,cessna,private,4,100.0,0.0
Accident,2008-03-13,Substantial,cessna,150f,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,3,3,cessna,private,1,0.0,100.0
Accident,2008-03-14,Substantial,beech,c23,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,3,4,beechcraft,private,4,0.0,0.0
Incident,2008-03-14,Minor,cessna,550,2,Turbo Fan,0,0,0,2,unk,Unknown,2008,3,4,cessna,private,2,0.0,0.0
Accident,2008-03-15,Substantial,cessna,402b,2,Reciprocating,0,0,0,4,vmc,Unknown,2008,3,5,cessna,private,4,0.0,0.0
Accident,2008-03-15,Substantial,piper,pa-28-181,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,5,piper,private,1,0.0,0.0
Accident,2008-03-16,Unknown,cessna,182b,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,3,6,cessna,private,2,100.0,0.0
Accident,2008-03-16,Substantial,cessna,150,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,cessna,private,1,0.0,0.0
Accident,2008-03-16,Substantial,piper,pa-28-181,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,piper,private,1,0.0,0.0
Accident,2008-03-17,Substantial,cessna,172r,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,0,cessna,private,1,0.0,0.0
Accident,2008-03-17,Substantial,piper,pa-25-260,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,0,piper,private,1,0.0,0.0
Accident,2008-03-18,Substantial,cessna,150l,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,3,1,cessna,private,2,0.0,0.0
Accident,2008-03-18,Substantial,cessna,180h,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,1,cessna,private,1,0.0,0.0
Accident,2008-03-20,Substantial,piper,pa-31-350,2,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,3,piper,private,1,0.0,0.0
Accident,2008-03-20,Substantial,piper,pa32,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,3,piper,private,2,0.0,0.0
Accident,2008-03-20,Substantial,beech,f90,2,Turbo Prop,0,0,0,6,vmc,Unknown,2008,3,3,beechcraft,private,6,0.0,0.0
Accident,2008-03-20,Substantial,cessna,210n,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,3,cessna,private,1,0.0,0.0
Accident,2008-03-21,Substantial,beech,be-76,2,Reciprocating,2,0,0,0,vmc,Unknown,2008,3,4,beechcraft,private,2,100.0,0.0
Accident,2008-03-21,Substantial,cessna,206,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,3,4,cessna,private,1,0.0,0.0
Incident,2008-03-21,Unknown,boeing,737-800,2,Unknown,0,0,0,0,unk,Unknown,2008,3,4,boeing,commercial,0,,
Accident,2008-03-21,Substantial,piper,pa-44-180,2,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,4,piper,private,2,0.0,0.0
Accident,2008-03-22,Substantial,gulfstream-schweizer,g-164b,1,Turbo Prop,0,1,0,0,vmc,Unknown,2008,3,5,gulfstream,private,1,0.0,0.0
Accident,2008-03-22,Substantial,piper,pa32-301ft,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,3,5,piper,private,4,0.0,0.0
Incident,2008-03-22,Minor,boeing,757-200,2,Turbo Fan,0,0,0,180,vmc,Unknown,2008,3,5,boeing,commercial,180,0.0,0.0
Accident,2008-03-22,Destroyed,piper,pa-34-200t,2,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,5,piper,private,1,0.0,0.0
Accident,2008-03-23,Substantial,cessna,180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,6,cessna,private,2,0.0,0.0
Incident,2008-03-25,Minor,boeing,747-400,4,Turbo Fan,0,0,0,0,unk,Unknown,2008,3,1,boeing,commercial,0,,
Accident,2008-03-25,Substantial,piper,pa 28-161,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,3,1,piper,private,1,100.0,0.0
Accident,2008-03-25,Substantial,piper,pa-34-200t,2,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,1,piper,private,2,0.0,0.0
Accident,2008-03-26,Substantial,piper,pa-28-181,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,3,2,piper,private,1,0.0,0.0
Accident,2008-03-26,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,2,cessna,private,1,0.0,0.0
Accident,2008-03-26,Substantial,cessna,402,2,Reciprocating,0,0,0,9,vmc,Unknown,2008,3,2,cessna,private,9,0.0,0.0
Accident,2008-03-26,Substantial,cessna,172r,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,2,cessna,private,2,0.0,0.0
Incident,2008-03-27,Minor,boeing,737-524,2,Turbo Fan,0,0,0,118,vmc,Unknown,2008,3,3,boeing,commercial,118,0.0,0.0
Accident,2008-03-28,Substantial,piper,pa-28-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,4,piper,private,1,0.0,0.0
Accident,2008-03-28,Substantial,piper,pa-28r-201,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,4,piper,private,1,0.0,0.0
Accident,2008-03-28,Substantial,piper,pa24-260,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,3,4,piper,private,2,0.0,0.0
Accident,2008-03-28,Substantial,beech,f33a,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,3,4,beechcraft,private,1,0.0,0.0
Accident,2008-03-28,Destroyed,piper,pa-46-350p,1,Reciprocating,5,0,0,0,imc,Unknown,2008,3,4,piper,private,5,100.0,0.0
Accident,2008-03-29,Substantial,cessna,p210n,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,3,5,cessna,private,3,0.0,0.0
Accident,2008-03-29,Substantial,beechcraft,35-c33a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,5,beechcraft,private,1,0.0,0.0
Accident,2008-03-30,Substantial,cessna,182a,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,3,6,cessna,private,1,0.0,0.0
Accident,2008-03-30,Substantial,piper,pa-32-260,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,3,6,piper,private,4,0.0,0.0
Accident,2008-03-30,Destroyed,cessna,500,2,Turbo Fan,5,0,0,0,vmc,Unknown,2008,3,6,cessna,private,5,100.0,0.0
Accident,2008-03-30,Substantial,cessna,180k,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,3,6,cessna,private,1,0.0,100.0
Incident,2008-03-30,Minor,airbus,a321-231,2,Turbo Fan,0,0,0,0,unk,Unknown,2008,3,6,airbus,commercial,0,,
Accident,2008-04-01,Substantial,piper,pa-32,1,Reciprocating,0,1,0,0,imc,Unknown,2008,4,1,piper,private,1,0.0,0.0
Accident,2008-04-01,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,1,cessna,private,1,0.0,0.0
Accident,2008-04-01,Substantial,piper,pa-22,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,1,piper,private,1,0.0,0.0
Accident,2008-04-03,Substantial,beech,95-b55,2,Reciprocating,2,0,0,0,vmc,Unknown,2008,4,3,beechcraft,private,2,100.0,0.0
Accident,2008-04-03,Substantial,piper,pa-22/20,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,3,piper,private,1,0.0,0.0
Accident,2008-04-03,Substantial,piper,pa-28-140,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,3,piper,private,2,0.0,0.0
Accident,2008-04-04,Substantial,cessna,750,2,Turbo Fan,0,0,0,2,vmc,Unknown,2008,4,4,cessna,private,2,0.0,0.0
Accident,2008-04-04,Substantial,piper,pa-28-236,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,4,4,piper,private,1,0.0,0.0
Accident,2008-04-05,Substantial,piper,pa-32r-300,1,Reciprocating,0,0,0,0,unk,Unknown,2008,4,5,piper,private,0,,
Accident,2008-04-06,Substantial,cessna,170b,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,6,cessna,private,1,0.0,0.0
Accident,2008-04-06,Substantial,cessna,p210n,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,4,6,cessna,private,1,0.0,100.0
Accident,2008-04-06,Substantial,cessna,c-182,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,6,cessna,private,1,0.0,0.0
Accident,2008-04-07,Substantial,piper,pa-28-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,0,piper,private,2,0.0,0.0
Accident,2008-04-07,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,0,cessna,private,1,0.0,0.0
Accident,2008-04-07,Substantial,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,0,cessna,private,1,0.0,0.0
Accident,2008-04-07,Unknown,boeing,737-823,2,Turbo Fan,0,1,1,146,imc,Unknown,2008,4,0,boeing,commercial,148,0.0,0.6756756756756757
Accident,2008-04-07,Substantial,piper,pa-28-161,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,4,0,piper,private,1,0.0,0.0
Accident,2008-04-08,Substantial,"bombardier, inc.",cl-600-2b16,2,Turbo Fan,0,0,0,5,vmc,Unknown,2008,4,1,bombardier,commercial,5,0.0,0.0
Accident,2008-04-08,Substantial,cessna,177rg,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,1,cessna,private,2,0.0,0.0
Accident,2008-04-08,Substantial,piper,j3c-65,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,1,piper,private,2,0.0,0.0
Accident,2008-04-09,Destroyed,cessna,u206c,1,Reciprocating,5,1,0,0,vmc,Unknown,2008,4,2,cessna,private,6,83.33333333333334,0.0
Accident,2008-04-09,Substantial,hawker beechcraft corp,g36,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,2,beechcraft,private,1,0.0,0.0
Accident,2008-04-09,Substantial,cessna,185,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,2,cessna,private,2,0.0,0.0
Accident,2008-04-11,Substantial,cessna,172k,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,4,4,cessna,private,2,100.0,0.0
Accident,2008-04-11,Substantial,piper,pa-18-150,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,4,4,piper,private,1,0.0,0.0
Accident,2008-04-11,Substantial,cessna,310q,2,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,4,cessna,private,1,0.0,0.0
Accident,2008-04-12,Substantial,cessna,310q,2,Reciprocating,0,0,2,0,vmc,Unknown,2008,4,5,cessna,private,2,0.0,100.0
Accident,2008-04-12,Substantial,cessna,182n,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,4,5,cessna,private,3,0.0,0.0
Accident,2008-04-12,Substantial,piper,pa-28-151,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,5,piper,private,1,0.0,0.0
Accident,2008-04-12,Substantial,piper,pa-28-161,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,4,5,piper,private,2,0.0,0.0
Accident,2008-04-12,Substantial,embraer,emb-110p1,2,Turbo Prop,0,0,0,1,imc,Unknown,2008,4,5,embraer,commercial,1,0.0,0.0
Accident,2008-04-13,Substantial,piper,j5a,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,4,6,piper,private,1,0.0,0.0
Accident,2008-04-13,Substantial,cessna,172s,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,6,cessna,private,2,0.0,0.0
Accident,2008-04-13,Substantial,cessna,182,1,Reciprocating,0,4,0,0,vmc,Unknown,2008,4,6,cessna,private,4,0.0,0.0
Accident,2008-04-14,Substantial,boeing,e75n1,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,4,0,boeing,commercial,2,0.0,50.0
Accident,2008-04-14,Substantial,cessna,152k,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,4,0,cessna,private,2,0.0,0.0
Accident,2008-04-15,Substantial,cessna,560xl,2,Turbo Fan,0,0,0,4,vmc,Unknown,2008,4,1,cessna,private,4,0.0,0.0
Accident,2008-04-15,Substantial,cessna,150l,1,Reciprocating,0,1,0,1,vmc,Unknown,2008,4,1,cessna,private,2,0.0,0.0
Accident,2008-04-15,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,1,cessna,private,1,0.0,0.0
Accident,2008-04-15,Substantial,piper,pa-30,2,Reciprocating,0,1,1,0,vmc,Unknown,2008,4,1,piper,private,2,0.0,50.0
Accident,2008-04-16,Destroyed,gulfstream-schweizer,g-164b,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,4,2,gulfstream,private,1,0.0,0.0
Accident,2008-04-16,Substantial,piper,pa-23-160,2,Reciprocating,0,0,2,0,vmc,Unknown,2008,4,2,piper,private,2,0.0,100.0
Accident,2008-04-16,Substantial,cessna,182p,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,2,cessna,private,1,0.0,0.0
Accident,2008-04-17,Destroyed,piper,pa-28-181,1,Reciprocating,0,1,2,0,vmc,Unknown,2008,4,3,piper,private,3,0.0,66.66666666666666
Accident,2008-04-18,Substantial,cessna,150j,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,4,4,cessna,private,2,100.0,0.0
Accident,2008-04-18,Substantial,piper,pa-22-150,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,4,piper,private,1,0.0,0.0
Accident,2008-04-18,Substantial,beech,95-b55,2,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,4,beechcraft,private,2,0.0,0.0
Incident,2008-04-18,Minor,cessna,172p,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,4,cessna,private,2,0.0,0.0
Accident,2008-04-18,Substantial,piper,pa-32-260,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,4,4,piper,private,4,0.0,0.0
Accident,2008-04-19,Substantial,cessna,510,2,Turbo Fan,0,0,0,4,vmc,Unknown,2008,4,5,cessna,private,4,0.0,0.0
Accident,2008-04-19,Destroyed,cessna,p206,1,Reciprocating,2,0,2,3,vmc,Unknown,2008,4,5,cessna,private,7,28.57142857142857,28.57142857142857
Accident,2008-04-19,Substantial,cessna,172r,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,4,5,cessna,private,4,0.0,0.0
Accident,2008-04-19,Substantial,piper,pa-28-235,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,5,piper,private,1,0.0,0.0
Accident,2008-04-20,Substantial,cessna,c175a,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,4,6,cessna,private,1,0.0,100.0
Accident,2008-04-20,Substantial,beech,c-23,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,6,beechcraft,private,2,0.0,0.0
Accident,2008-04-20,Substantial,piper,pa-28-180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,6,piper,private,2,0.0,0.0
Accident,2008-04-20,Substantial,beech,c23,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,6,beechcraft,private,1,0.0,0.0
Accident,2008-04-20,Substantial,cessna,172s,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,6,cessna,private,1,0.0,0.0
Accident,2008-04-20,Substantial,cessna,182t,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,6,cessna,private,1,0.0,0.0
Accident,2008-04-20,Substantial,beech,g35,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,6,beechcraft,private,2,0.0,0.0
Incident,2008-04-20,Minor,boeing,747,4,Turbo Fan,0,0,0,5,unk,Unknown,2008,4,6,boeing,commercial,5,0.0,0.0
Accident,2008-04-21,Substantial,cessna,172l,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,4,0,cessna,private,2,0.0,50.0
Accident,2008-04-21,Substantial,cessna,180,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,4,0,cessna,private,3,0.0,0.0
Accident,2008-04-22,Substantial,piper,pa-46-350p,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,4,1,piper,private,4,0.0,0.0
Accident,2008-04-23,Substantial,piper,pa-18,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,2,piper,private,1,0.0,0.0
Accident,2008-04-23,Substantial,piper,pa-46-350p,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,4,2,piper,private,3,100.0,0.0
Accident,2008-04-23,Substantial,piper,pa-28-140,1,Reciprocating,0,1,1,0,vmc,Unknown,2008,4,2,piper,private,2,0.0,50.0
Accident,2008-04-24,Substantial,cessna,180,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,3,cessna,private,2,0.0,0.0
Incident,2008-04-24,Unknown,bombardier inc,cl600-2d24,2,Turbo Fan,0,0,0,80,imc,Unknown,2008,4,3,bombardier,commercial,80,0.0,0.0
Accident,2008-04-24,Substantial,cessna,421c,2,Reciprocating,0,0,0,3,vmc,Unknown,2008,4,3,cessna,private,3,0.0,0.0
Accident,2008-04-24,Substantial,cessna,182,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,3,cessna,private,1,0.0,0.0
Accident,2008-04-25,Destroyed,cessna,u206,1,Reciprocating,2,0,0,0,unk,Unknown,2008,4,4,cessna,private,2,100.0,0.0
Accident,2008-04-25,Substantial,beech,c90,2,Turbo Prop,0,0,0,6,vmc,Unknown,2008,4,4,beechcraft,private,6,0.0,0.0
Accident,2008-04-25,Substantial,cessna,t210n,1,Reciprocating,0,0,0,3,vmc,Unknown,2008,4,4,cessna,private,3,0.0,0.0
Accident,2008-04-26,Substantial,cessna,185e,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,4,5,cessna,private,4,0.0,0.0
Accident,2008-04-27,Substantial,cessna,182d,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,4,6,cessna,private,1,0.0,0.0
Incident,2008-04-27,Minor,boeing,md-11,3,Turbo Fan,0,0,0,0,unk,Unknown,2008,4,6,boeing,commercial,0,,
Accident,2008-04-28,Substantial,cessna,172f,1,Reciprocating,0,1,0,1,imc,Unknown,2008,4,0,cessna,private,2,0.0,0.0
Accident,2008-04-28,Substantial,beech,76,2,Reciprocating,0,0,0,2,vmc,Unknown,2008,4,0,beechcraft,private,2,0.0,0.0
Accident,2008-04-28,Destroyed,piper,pa-31-310,2,Reciprocating,3,0,0,0,unk,Unknown,2008,4,0,piper,private,3,100.0,0.0
Accident,2008-04-30,Substantial,cessna,560xl,2,Turbo Fan,0,0,0,6,vmc,Unknown,2008,4,2,cessna,private,6,0.0,0.0
Accident,2008-04-30,Substantial,piper,pa-32-300,1,Reciprocating,0,1,0,3,vmc,Unknown,2008,4,2,piper,private,4,0.0,0.0
Accident,2008-04-30,Destroyed,cessna,t310q,2,Reciprocating,0,0,0,0,unk,Unknown,2008,4,2,cessna,private,0,,
Accident,2008-04-30,Substantial,piper,pa-28-160,1,Reciprocating,0,1,2,0,vmc,Unknown,2008,4,2,piper,private,3,0.0,66.66666666666666
Accident,2008-05-02,Destroyed,beech,1900c,2,Turbo Prop,20,0,0,0,unk,Unknown,2008,5,4,beechcraft,private,20,100.0,0.0
Accident,2008-05-02,Substantial,cessna,175a,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,4,cessna,private,2,0.0,0.0
Accident,2008-05-03,Substantial,piper,pa-22-108,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,5,5,piper,private,1,0.0,0.0
Accident,2008-05-03,Destroyed,cessna,172n,1,Reciprocating,3,2,1,0,vmc,Unknown,2008,5,5,cessna,private,6,50.0,16.666666666666664
Accident,2008-05-03,Substantial,beech,a35,1,Reciprocating,3,0,0,0,vmc,Unknown,2008,5,5,beechcraft,private,3,100.0,0.0
Accident,2008-05-03,Substantial,cessna,172m,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,5,cessna,private,2,0.0,0.0
Accident,2008-05-03,Substantial,cessna,a185f,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,5,cessna,private,1,0.0,0.0
Accident,2008-05-03,Substantial,cessna,172,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,5,cessna,private,2,0.0,0.0
Accident,2008-05-04,Substantial,cessna,177,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,6,cessna,private,2,0.0,0.0
Accident,2008-05-05,Substantial,cessna,182h,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,0,cessna,private,2,0.0,0.0
Accident,2008-05-05,Substantial,piper,pa-25-235,1,Reciprocating,1,0,0,0,vmc,Unknown,2008,5,0,piper,private,1,100.0,0.0
Accident,2008-05-05,Substantial,piper,pa-25-235,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,5,0,piper,private,1,0.0,0.0
Accident,2008-05-05,Substantial,cessna,185,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,0,cessna,private,1,0.0,0.0
Accident,2008-05-06,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,1,cessna,private,1,0.0,0.0
Accident,2008-05-06,Substantial,beech,65-a90,2,Turbo Prop,0,0,0,2,vmc,Unknown,2008,5,1,beechcraft,private,2,0.0,0.0
Accident,2008-05-07,Substantial,cessna,182l,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,5,2,cessna,private,1,0.0,100.0
Accident,2008-05-07,Substantial,cessna,152,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,2,cessna,private,1,0.0,0.0
Accident,2008-05-07,Substantial,cessna,172sp,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,2,cessna,private,2,0.0,0.0
Accident,2008-05-08,Substantial,cessna,182,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,5,3,cessna,private,2,50.0,50.0
Accident,2008-05-08,Substantial,piper,pa-28-181,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,3,piper,private,1,0.0,0.0
Accident,2008-05-08,Substantial,piper,pa-32r-300,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,5,3,piper,private,1,0.0,0.0
Accident,2008-05-08,Substantial,cessna,c-210,1,Reciprocating,0,1,0,0,vmc,Unknown,2008,5,3,cessna,private,1,0.0,0.0
Accident,2008-05-09,Substantial,cessna,172m,1,Reciprocating,0,0,0,4,vmc,Unknown,2008,5,4,cessna,private,4,0.0,0.0
Accident,2008-05-09,Substantial,piper,pa-36,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,4,piper,private,1,0.0,0.0
Accident,2008-05-09,Substantial,cessna,140,1,Reciprocating,0,2,0,0,vmc,Unknown,2008,5,4,cessna,private,2,0.0,0.0
Accident,2008-05-10,Substantial,cessna,172,1,Reciprocating,0,0,0,1,vmc,Unknown,2008,5,5,cessna,private,1,0.0,0.0
Accident,2008-05-10,Substantial,cessna,208b,1,Turbo Prop,0,0,0,1,vmc,Unknown,2008,5,5,cessna,private,1,0.0,0.0
Accident,2008-05-10,Substantial,beech,b19,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,5,beechcraft,private,2,0.0,0.0
Accident,2008-05-10,Substantial,cessna,t182t,1,Reciprocating,0,3,0,0,vmc,Unknown,2008,5,5,cessna,private,3,0.0,0.0
Accident,2008-05-10,Substantial,piper,pa-34,2,Reciprocating,0,0,0,3,vmc,Unknown,2008,5,5,piper,private,3,0.0,0.0
Accident,2008-05-11,Substantial,beech,be-77,1,Reciprocating,1,0,1,0,vmc,Unknown,2008,5,6,beechcraft,private,2,50.0,50.0
Accident,2008-05-11,Substantial,cessna,172h,1,Reciprocating,0,0,0,2,vmc,Unknown,2008,5,6,cessna,private,2,0.0,0.0
Accident,2008-05-12,Substantial,piper,pa-28-140,1,Reciprocating,2,0,0,0,vmc,Unknown,2008,5,0,piper,private,2,100.0,0.0
Accident,2008-05-12,Destroyed,piper,pa-32-260,1,Reciprocating,2,0,0,0,imc,Unknown,2008,5,0,piper,private,2,100.0,0.0
Accident,2008-05-12,Destroyed,beech,v35,1,Reciprocating,2,0,0,0,imc,Unknown,2008,5,0,beechcraft,private,2,100.0,0.0
Accident,2008-05-12,Substantial,cessna,150m,1,Reciprocating,0,0,1,0,vmc,Unknown,2008,5,0,cessna,private,1,0.0,100.0
